#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-04-10T06:17:11 [V7.4.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-04-10T06:17:11	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.all=2&-out.add=_Glon,_Glat&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/MNRAS/402/2403/at20gcat&-order=I&-out=AT20G&-out=RAJ2000&-out=DEJ2000&DEJ2000=&gt;-30 & &lt;0&-out=S20&-out=e_S20&-out=S8&-out=e_S8&-out=S5&-out=e_S5&-out=Ep&-out.all=2&-out=Q&-out=Flags&-out=l_P20&-out=P20&-out=e_P20&-out=l_m20&-out=m20&-out=PA20&-out=l_P8&-out=P8&-out=e_P8&-out=l_m8&-out=m8&-out=PA8&-out=l_P5&-out=P5&-out=e_P5&-out=l_m5&-out=m5&-out=PA5&-out=Sp&Sp=Sp&-out.all=2&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74022403
#Name: J/MNRAS/402/2403
#Title: Australia Telescope 20GHz Survey Catalog, AT20G (Murphy+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/mnras/402/2403	    IVOID of underlying data collection
#INFO	creator=Murphy T.	    First author or institution
#INFO	cites=bibcode:2010MNRAS.402.2403M	    Article or Data origin sources
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/402/2403	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74022403	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-07-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_MNRAS_402_2403_at20gcat:
#Name: J/MNRAS/402/2403/at20gcat
#Title: The AT20G catalogue, version 1.0 (2009-10-15)
#Column	_Glon	(F11.7)	Galactic longitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lon]
#Column	_Glat	(F11.7)	Galactic latitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lat]
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	AT20G	(A14)	IAU designation (JHHMMSS+DDMMSS)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right Ascension J2000 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination J2000 (2)	[ucd=pos.eq.dec;meta.main]
#Column	S20	(I5)	? Peak brightness at 20GHz (in mJy/beam) (3)	[ucd=phot.flux.density;em.radio.12-30GHz]
#Column	e_S20	(I3)	? Uncertainty on S20	[ucd=stat.error]
#Column	S8	(I4)	? Peak brightness at 8GHz (in mJy/beam) (3)	[ucd=phot.flux.density;em.radio.6-12GHz]
#Column	e_S8	(I3)	? Uncertainty on S8	[ucd=stat.error]
#Column	S5	(I5)	? Peak brightness at 5GHz (in mJy/beam) (3)	[ucd=phot.flux.density;em.radio.3-6GHz]
#Column	e_S5	(I3)	? Uncertainty on S5	[ucd=stat.error]
#Column	Ep	(A3)	[1-8.] Epochs of observation at 20, 8, 5GHz (4)	[ucd=meta.id]
#Column	Q	(A1)	[gp] Quality flag (g=good or p=poor)	[ucd=meta.code.qual]
#Column	Flags	(A3)	Other flags (5)	[ucd=meta.code.error]
#Column	l_P20	(A1)	Limit flag on P20	[ucd=meta.code.error]
#Column	P20	(I4)	? Polarized flux density (or limit) at 20GHz	[ucd=phot.flux.density;em.radio.12-30GHz]
#Column	e_P20	(I2)	? Uncertainty on P20	[ucd=stat.error]
#Column	l_m20	(A1)	Limit flag on m20	[ucd=meta.code.error]
#Column	m20	(F4.1)	? Fractional polarisation at 20GHz	[ucd=phys.polarization]
#Column	PA20	(I3)	[-90/90]? Position angle at 20GHz	[ucd=pos.posAng]
#Column	l_P8	(A1)	Limit flag on P8	[ucd=meta.code.error]
#Column	P8	(I3)	? Polarized flux density (or limit) at 8GHz	[ucd=phot.flux.density;em.radio.6-12GHz]
#Column	e_P8	(I2)	? Uncertainty on P8	[ucd=stat.error]
#Column	l_m8	(A1)	Limit flag on m8	[ucd=meta.code.error]
#Column	m8	(F5.1)	? Fractional polarisation at 8GHz	[ucd=phys.polarization]
#Column	PA8	(I3)	[-90/90]? Position angle at 8GHz	[ucd=pos.posAng]
#Column	l_P5	(A1)	Limit flag on P5	[ucd=meta.code.error]
#Column	P5	(I4)	? Polarized flux density (or limit) at 5GHz	[ucd=phot.flux.density;em.radio.3-6GHz]
#Column	e_P5	(I1)	? Uncertainty on P5	[ucd=stat.error]
#Column	l_m5	(A1)	Limit flag on m5	[ucd=meta.code.error]
#Column	m5	(F5.1)	? Fractional polarisation at 5GHz	[ucd=phys.polarization]
#Column	PA5	(I3)	[-90/90]? Position angle at 5GHz	[ucd=pos.posAng]
#Column	Sp	(A2)	SPECFIND of radio surveys with this source (Vollmer et al., Cat. VIII/85)	[ucd=meta.ref.url]
_Glon	_Glat	_RAJ2000	_DEJ2000	AT20G	RAJ2000	DEJ2000	S20	e_S20	S8	e_S8	S5	e_S5	Ep	Q	Flags	l_P20	P20	e_P20	l_m20	m20	PA20	l_P8	P8	e_P8	l_m8	m8	PA8	l_P5	P5	e_P5	l_m5	m5	PA5	Sp
013.8396137	 -7.7778435	281.1874167	-20.4957778	J184444-202944	18 44 44.98	-20 29 44.8	   57	  4	    	   	     	   	4..	g	   	<	   8	  	<	13.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
020.2268498	 -4.6368294	281.2093333	-13.4123889	J184450-132444	18 44 50.24	-13 24 44.6	   66	  3	    	   	     	   	6..	g	   	<	   7	  	<	11.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
005.7126835	-11.6714610	281.2671667	-29.4001389	J184504-292400	18 45 04.12	-29 24 00.5	   87	  6	    	   	     	   	4..	g	   	<	   6	  	<	 6.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
012.5583021	 -8.6327955	281.4157083	-22.0103611	J184539-220037	18 45 39.77	-22 00 37.3	   72	  5	    	   	     	   	4..	g	   	<	   9	  	<	12.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
006.2704574	-11.6090703	281.4638333	-28.8778056	J184551-285240	18 45 51.32	-28 52 40.1	  298	 18	    	   	     	   	4..	g	   	<	  19	  	<	 6.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
019.4056106	 -5.3426928	281.4795833	-14.4606111	J184555-142738	18 45 55.10	-14 27 38.2	  120	  6	    	   	     	   	6..	g	p  	<	  10	  	<	 8.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
026.2200312	 -1.9419993	281.5260833	 -6.8581389	J184606-065129	18 46 06.26	-06 51 29.3	  123	  6	    	   	     	   	6..	g	   	<	   8	  	<	 6.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
011.3409642	 -9.4472257	281.6456667	-23.4468889	J184634-232648	18 46 34.96	-23 26 48.8	   72	  5	    	   	     	   	4..	g	p  	<	   7	  	<	10.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
017.8360065	 -6.5215536	281.8499167	-16.3840278	J184723-162302	18 47 23.98	-16 23 02.5	   65	  4	    	   	     	   	4..	g	   	<	   6	  	<	 9.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
020.4955423	 -5.4218666	282.0541250	-13.5262778	J184812-133134	18 48 12.99	-13 31 34.6	   74	  4	    	   	     	   	6..	g	   	<	  11	  	<	15.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
025.1145312	 -3.0973150	282.0577917	 -8.3670278	J184813-082201	18 48 13.87	-08 22 01.3	   85	  4	    	   	     	   	6..	g	   	<	   8	  	<	 9.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
027.3442975	 -2.1123466	282.1933333	 -5.9352500	J184846-055606	18 48 46.40	-05 56 06.9	   57	  3	    	   	     	   	6..	g	p  	<	   8	  	<	13.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
008.0051964	-11.5394081	282.1979583	-27.3050278	J184847-271818	18 48 47.51	-27 18 18.1	  243	 16	    	   	     	   	4..	g	   	<	   6	  	<	 2.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
024.7831576	 -3.7303284	282.4770833	 -8.9486667	J184954-085655	18 49 54.50	-08 56 55.2	   88	  5	    	   	     	   	6..	g	   	<	   9	  	<	 9.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
007.7999363	-11.9831572	282.5582917	-27.6726111	J185013-274021	18 50 13.99	-27 40 21.4	  170	 11	    	   	     	   	4..	g	   	<	   7	  	<	 4.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
024.6407013	 -3.9551461	282.6150833	 -9.1770833	J185027-091037	18 50 27.62	-09 10 37.5	   72	  4	    	   	     	   	6..	g	   	<	  10	  	<	13.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
024.7185882	 -3.9597844	282.6548333	 -9.1098611	J185037-090635	18 50 37.16	-09 06 35.5	   71	  4	    	   	     	   	6..	g	   	<	   7	  	<	10.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
009.4771609	-11.3810135	282.7129167	-25.9286944	J185051-255543	18 50 51.10	-25 55 43.3	   44	  3	    	   	     	   	4..	p	e  	<	   6	  	<	13.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
010.9301755	-11.2062315	283.1990833	-24.5621389	J185247-243343	18 52 47.78	-24 33 43.7	   61	  4	    	   	     	   	4..	g	   	<	   6	  	<	 9.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
019.2109899	 -7.6363704	283.5181667	-15.6535833	J185404-153912	18 54 04.36	-15 39 12.9	  139	  7	 217	 11	  241	 12	555	g	   	<	   7	  	<	 4.7	   	<	  6	  	<	  2.8	   	<	   6	 	<	  2.5	   	Sp
018.7426097	 -7.9175748	283.5686667	-16.1940278	J185416-161138	18 54 16.48	-16 11 38.5	  275	 14	 338	 17	  363	 18	555	g	   	<	   7	  	<	 2.6	   	<	  6	  	<	  1.8	   	<	   6	 	<	  1.7	   	Sp
017.3555385	 -9.0256745	283.9851250	-17.9120278	J185556-175443	18 55 56.43	-17 54 43.3	  112	  7	    	   	     	   	4..	g	   	<	   6	  	<	 5.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
030.8804872	 -2.7032183	284.3325000	 -3.0569444	J185719-030325	18 57 19.80	-03 03 25.0	   66	  4	    	   	     	   	6..	g	   	<	   9	  	<	13.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
032.9457979	 -1.7953457	284.4637500	 -0.8061944	J185751-004822	18 57 51.30	-00 48 22.3	   93	  5	    	   	     	   	6..	g	   	<	  10	  	<	10.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
032.9741890	 -1.8577659	284.5322500	 -0.8093889	J185807-004833	18 58 07.74	-00 48 33.8	   70	  4	    	   	     	   	6..	g	   	<	   7	  	<	10.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
010.8875173	-12.6023639	284.5794167	-25.1807500	J185819-251050	18 58 19.06	-25 10 50.7	  153	 10	    	   	     	   	4..	g	   	<	   6	  	<	 3.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
010.9769291	-12.7530737	284.7708333	-25.1631111	J185905-250947	18 59 05.00	-25 09 47.2	  191	 12	    	   	     	   	4..	g	   	<	   6	  	<	 3.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
029.3790899	 -3.9839148	284.7948333	 -4.9736944	J185910-045825	18 59 10.76	-04 58 25.3	  221	 11	    	   	     	   	6..	g	   	<	   8	  	<	 3.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
030.1439495	 -3.9100021	285.0755000	 -4.2599444	J190018-041535	19 00 18.12	-04 15 35.8	  171	  9	    	   	     	   	6..	g	   	<	  15	  	<	 8.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
014.8589169	-11.5240053	285.2687917	-21.2003056	J190104-211201	19 01 04.51	-21 12 01.1	  155	  8	 176	  9	  139	  7	555	g	   	<	   9	  	<	 5.6	   	<	  6	  	<	  3.4	   	<	   6	 	<	  4.3	   	Sp
018.1382009	-10.0185964	285.2756250	-17.6445278	J190106-173840	19 01 06.15	-17 38 40.3	  130	  9	    	   	     	   	4..	g	   	<	  12	  	<	 9.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
010.9209871	-13.3847042	285.3841667	-25.4705833	J190132-252814	19 01 32.20	-25 28 14.1	   75	  4	 105	  5	  114	  6	555	g	   	<	   8	  	<	11.2	   	<	  6	  	<	  5.7	   	<	   6	 	<	  5.3	   	Sp
021.2865799	 -8.7022889	285.4423750	-14.2745833	J190146-141628	19 01 46.17	-14 16 28.5	   74	  4	    	   	     	   	6..	g	   	<	  11	  	<	15.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
028.3917658	 -5.3767359	285.5972500	 -6.4806111	J190223-062850	19 02 23.34	-06 28 50.2	   95	  5	    	   	     	   	6..	g	   	<	  14	  	<	15.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
029.7530596	 -4.7056953	285.6102917	 -4.9676944	J190226-045803	19 02 26.47	-04 58 03.7	   59	  4	    	   	     	   	6..	g	   	<	  14	  	<	24.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
019.6538036	 -9.6705194	285.6199583	-16.1470278	J190228-160849	19 02 28.79	-16 08 49.3	   81	  4	 106	  5	  118	  6	555	g	   	<	   9	  	<	11.1	   	<	  6	  	<	  5.7	   	<	   6	 	<	  5.1	   	Sp
012.8926876	-12.8457481	285.7052083	-23.4976389	J190249-232951	19 02 49.25	-23 29 51.5	  191	 10	    	   	     	   	5..	g	   	 	  11	 3	 	 6.0	  0	 	   	  	 	     	   	 	    	 	 	     	   	Sp
021.7584705	 -8.9553538	285.8871250	-13.9656389	J190332-135756	19 03 32.91	-13 57 56.3	   84	  5	    	   	     	   	6..	g	   	<	  12	  	<	13.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
033.2331155	 -3.4701018	286.0855833	 -1.3138889	J190420-011850	19 04 20.54	-01 18 50.0	   71	  4	    	   	     	   	6..	g	   	<	  10	  	<	13.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
025.9151672	 -7.3808591	286.2950417	 -9.5784167	J190510-093442	19 05 10.81	-09 34 42.3	   91	  5	    	   	     	   	6..	g	   	<	  14	  	<	15.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
011.1096896	-14.2074027	286.3005833	-25.6344444	J190512-253804	19 05 12.14	-25 38 04.0	   65	  4	    	   	     	   	4..	g	   	<	   7	  	<	11.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
025.5081709	 -7.6135165	286.3247917	-10.0432778	J190517-100235	19 05 17.95	-10 02 35.8	   99	  5	    	   	     	   	6..	g	   	<	   8	  	<	 8.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
030.3917810	 -5.2199716	286.3592917	 -4.6325556	J190526-043757	19 05 26.23	-04 37 57.2	  111	  6	    	   	     	   	6..	g	   	<	   9	  	<	 8.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
023.8515264	 -8.4693409	286.3689167	-11.8929444	J190528-115334	19 05 28.54	-11 53 34.6	  166	  8	    	   	     	   	6..	g	   	<	   7	  	<	 4.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
023.5606641	 -9.2957839	287.0000000	-12.5135278	J190800-123048	19 08 00.00	-12 30 48.7	   53	  3	    	   	     	   	6..	g	   	<	   9	  	<	17.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
007.5170414	-16.4645642	287.1228750	-29.7046944	J190829-294216	19 08 29.49	-29 42 16.9	  189	 12	 315	 17	  268	 13	444	g	   	<	   6	  	<	 3.2	   	<	 11	  	<	  3.4	   	<	   6	 	<	  2.2	   	Sp
011.8962273	-14.7642193	287.2019583	-25.1580556	J190848-250929	19 08 48.47	-25 09 29.0	   58	  4	    	   	     	   	4..	g	   	<	   8	  	<	14.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
012.9970378	-14.3436832	287.2457917	-24.0132778	J190858-240047	19 08 58.99	-24 00 47.8	  184	 12	    	   	     	   	4..	g	   	<	   6	  	<	 3.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
032.3722619	 -5.3045330	287.3299167	 -2.9125278	J190919-025445	19 09 19.18	-02 54 45.1	   89	  5	    	   	     	   	6..	g	   	<	  11	  	<	12.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
015.2881012	-13.5524311	287.4384167	-21.6598889	J190945-213935	19 09 45.22	-21 39 35.6	  169	  9	 197	 10	  196	 10	555	g	   	 	  18	 2	 	10.9	-63	 	 20	 2	 	  9.9	-64	 	  11	1	 	  5.9	-74	Sp
008.0209666	-16.6457928	287.5256667	-29.3261389	J191006-291934	19 10 06.16	-29 19 34.1	   62	  4	    	   	     	   	4..	g	   	<	   6	  	<	 9.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
012.3751986	-14.9222452	287.5647083	-24.7958333	J191015-244745	19 10 15.53	-24 47 45.0	  102	  7	    	   	     	   	4..	g	   	<	   6	  	<	 5.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
014.7169301	-14.1055116	287.7399167	-22.3915833	J191057-222329	19 10 57.58	-22 23 29.7	  228	 12	 243	 12	  187	  9	555	g	   	<	  19	  	<	 8.3	   	<	  6	  	<	  2.5	   	<	   6	 	<	  3.2	   	Sp
044.5597482	-26.7990588	311.7931667	 -2.6062778	J204710-023622	20 47 10.36	-02 36 22.6	  307	 15	    	   	     	   	6..	g	   	<	  11	  	<	 3.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
016.8743873	-13.2177094	287.7904583	-20.1154444	J191109-200655	19 11 09.71	-20 06 55.6	 2671	134	3396	170	 3234	161	555	g	   	 	  58	 4	 	 2.2	-45	 	 87	 3	 	  2.6	-51	 	  67	1	 	  2.1	-69	Sp
017.8191692	-12.8853666	287.8741250	-19.1400833	J191129-190824	19 11 29.79	-19 08 24.3	   80	  5	    	   	     	   	4..	g	   	<	   9	  	<	11.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
016.0753016	-13.7572856	287.9749583	-21.0455556	J191153-210244	19 11 53.99	-21 02 44.0	  269	 18	    	   	     	   	4..	g	   	<	   6	  	<	 2.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
017.6551875	-13.0742957	287.9859167	-19.3638889	J191156-192150	19 11 56.62	-19 21 50.0	   85	  5	 141	  7	  164	  8	444	g	   	<	  10	  	<	11.6	   	<	 17	  	<	 12.1	   	 	   7	2	 	  4.3	-14	Sp
030.0736839	 -7.1977289	287.9891667	 -5.8060556	J191157-054821	19 11 57.40	-05 48 21.8	  288	 14	    	   	     	   	6..	g	   	 	  16	 3	 	 5.4	  0	 	   	  	 	     	   	 	    	 	 	     	   	Sp
028.0453301	 -8.2469986	288.0295833	 -8.0730278	J191207-080422	19 12 07.10	-08 04 22.9	  260	 12	    	   	     	   	6..	g	   	<	  11	  	<	 4.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
021.6541237	-11.3264243	288.0501667	-15.0828889	J191212-150458	19 12 12.04	-15 04 58.4	  497	 25	 478	 24	  367	 19	555	g	   	<	  11	  	<	 2.2	   	 	  8	 2	 	  1.6	-26	 	  20	1	 	  5.4	-28	Sp
024.1638613	-10.2260045	288.1227083	-12.3839444	J191229-122302	19 12 29.45	-12 23 02.2	  185	  9	    	   	     	   	6..	g	   	<	  13	  	<	 6.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
033.8054182	 -5.7917892	288.4132083	 -1.8633889	J191339-015148	19 13 39.17	-01 51 48.2	   57	  4	    	   	     	   	6..	g	   	<	  13	  	<	22.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
007.9018468	-17.6197350	288.5153333	-29.7956944	J191403-294744	19 14 03.68	-29 47 44.5	  186	 10	 401	 20	  452	 23	555	g	   	<	  10	  	<	 5.3	   	<	  6	  	<	  1.5	   	<	   6	 	<	  1.3	   	Sp
029.7073298	 -8.0027689	288.5492083	 -6.4915556	J191411-062929	19 14 11.81	-06 29 29.6	   88	  5	    	   	     	   	6..	g	   	<	  14	  	<	15.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
009.7573158	-17.0225615	288.6381667	-27.9295278	J191433-275546	19 14 33.16	-27 55 46.3	   65	  3	    	   	     	   	4..	g	e  	<	   6	  	<	11.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
033.5737503	 -6.2050887	288.6765833	 -2.2566111	J191442-021523	19 14 42.38	-02 15 23.8	   58	  4	    	   	     	   	6..	g	   	<	  14	  	<	24.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
011.7833205	-16.3198703	288.7407917	-25.8674444	J191457-255202	19 14 57.79	-25 52 02.8	  147	  9	 275	 12	  322	 11	444	g	e  	<	   6	  	<	 4.6	   	<	  8	  	<	  6.4	   	<	   6	 	<	  3.5	   	Sp
026.0575603	-10.1778844	288.9081667	-10.6858056	J191537-104108	19 15 37.96	-10 41 08.9	   89	  5	    	   	     	   	6..	g	   	<	  10	  	<	10.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
010.8796615	-16.8812791	288.9491250	-26.8824722	J191547-265256	19 15 47.79	-26 52 56.9	  115	  3	    	   	     	   	4..	g	e  	<	   7	  	<	16.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
010.6757219	-17.0901790	289.0830000	-27.1421944	J191619-270831	19 16 19.92	-27 08 31.9	  394	 20	 531	 27	  500	 25	555	g	   	<	  11	  	<	 2.9	   	<	  6	  	<	  1.1	   	<	   6	 	<	  1.2	   	Sp
021.9285057	-12.4468126	289.2191667	-15.3168611	J191652-151900	19 16 52.60	-15 19 00.7	  263	 13	 232	 12	  206	 10	555	g	   	<	   8	  	<	 3.2	   	<	  6	  	<	  2.6	   	<	   6	 	<	  2.9	   	Sp
016.4654108	-14.9280478	289.2863750	-21.1752222	J191708-211030	19 17 08.73	-21 10 30.8	  144	  9	    	   	     	   	4..	g	   	<	   7	  	<	 5.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
034.9175482	 -6.3262463	289.3934583	 -1.1228056	J191734-010722	19 17 34.43	-01 07 22.1	  118	  6	    	   	     	   	6..	g	   	<	  10	  	<	 8.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
018.2402527	-14.3198275	289.4370833	-19.3588611	J191744-192131	19 17 44.90	-19 21 31.9	  305	 15	 379	 19	  417	 21	555	g	   	 	  13	 3	 	 4.2	 62	 	 21	 2	 	  5.6	 71	 	  20	1	 	  4.7	 63	Sp
008.5626673	-18.4615175	289.6815833	-29.5195000	J191843-293110	19 18 43.58	-29 31 10.2	   47	  3	  87	  5	   28	  3	444	g	   	<	   6	  	<	12.7	   	<	 13	  	<	 15.2	   	<	   7	 	<	 25.0	   	Sp
034.2160185	 -7.1757177	289.8320000	 -2.1301667	J191919-020748	19 19 19.68	-02 07 48.6	  107	  6	    	   	     	   	6..	g	   	<	  11	  	<	10.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
008.1886626	-18.7660180	289.8608750	-29.9600833	J191926-295736	19 19 26.61	-29 57 36.3	  122	  6	 538	 14	  779	 18	444	g	e  	 	   9	 2	 	10.7	 79	 	 16	 4	 	 12.1	 65	 	  18	2	 	  8.0	 59	Sp
019.5942432	-14.1919715	289.8830000	-18.1098056	J191931-180635	19 19 31.92	-18 06 35.3	  149	  8	 140	  7	   88	  5	555	g	   	<	   9	  	<	 6.0	   	<	  6	  	<	  4.3	   	<	   6	 	<	  6.8	   	Sp
028.9607844	 -9.9255674	289.9538750	 -8.0079167	J191948-080028	19 19 48.93	-08 00 28.5	  104	  6	    	   	     	   	6..	g	   	<	  13	  	<	12.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
015.9918233	-15.8365177	289.9855000	-21.9569444	J191956-215725	19 19 56.52	-21 57 25.0	   79	  4	 164	  8	  266	 13	555	g	   	<	  10	  	<	12.5	   	<	  6	  	<	  3.7	   	<	   6	 	<	  2.3	   	Sp
013.3377189	-16.9909915	290.0602500	-24.7515000	J192014-244505	19 20 14.46	-24 45 05.4	   68	  5	 237	 12	  273	 14	444	g	   	<	   6	  	<	 8.8	   	<	 17	  	<	  7.2	   	<	   6	 	<	  2.2	   	Sp
033.9508434	 -7.7008595	290.1803750	 -2.6031944	J192043-023611	19 20 43.29	-02 36 11.5	  446	 22	    	   	     	   	6..	g	   	<	  11	  	<	 2.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
024.9863079	-12.2511392	290.3500000	-12.5318611	J192124-123154	19 21 24.00	-12 31 54.7	   94	  5	    	   	     	   	6..	g	   	<	   9	  	<	 9.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
033.9121686	 -7.9350909	290.3718333	 -2.7437500	J192129-024437	19 21 29.24	-02 44 37.5	   80	  4	    	   	     	   	6..	g	   	<	  10	  	<	12.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
010.3382608	-18.6390697	290.5701667	-28.0166667	J192216-280100	19 22 16.84	-28 01 00.0	   55	  4	    	   	     	   	4..	g	   	<	   6	  	<	10.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
030.1752855	-10.0294599	290.5832500	 -6.9821667	J192219-065855	19 22 19.98	-06 58 55.8	   87	  5	    	   	     	   	6..	g	   	<	   9	  	<	10.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
021.3713611	-14.2082741	290.6453333	-16.5481389	J192234-163253	19 22 34.88	-16 32 53.3	  110	  7	    	   	     	   	4..	g	   	<	   9	  	<	 8.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
029.6614134	-10.6077192	290.8794583	 -7.6918611	J192331-074130	19 23 31.07	-07 41 30.7	   84	  5	    	   	     	   	6..	g	   	<	  11	  	<	12.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
017.1785289	-16.2547718	290.8844583	-21.0759167	J192332-210433	19 23 32.27	-21 04 33.3	 2546	165	3907	204	 3289	164	444	g	   	 	  51	 3	 	 2.0	-61	 	 51	 4	 	  1.3	-57	 	  42	2	 	  1.3	-65	Sp
029.8574774	-10.7414202	291.0865000	 -7.5783333	J192420-073442	19 24 20.76	-07 34 42.0	   45	  3	    	   	     	   	6..	g	   	<	  11	  	<	25.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
